age_group,job_title,annual_salary_usd,compensation_usd,currency,country,state,city,overall_exp,field_exp,degree,gender,job_category,career_level
35-44,Costume Supervisor,130000.0,0.0,USD,United States,California,Los Angeles,15.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
35-44,Customer Service Manager,40560.0,0.0,USD,United States,New York,Binghamton,15.5,6.0,College,Woman,Management,Lead/Executive
55-64,Marketing Pursuit Team Manager,105000.0,5000.0,USD,United States,Texas,Fort Worth,35.5,25.5,College,Woman,Management,Lead/Executive
35-44,In-House Attorney,85000.0,6000.0,USD,United States,Maine,Portland,6.0,6.0,Professional Degree,Prefer Not to Answer,Legal Services,Senior
25-34,Process Engineer,94000.0,5000.0,USD,United States,Illinois,North Chicago,3.0,3.0,College,Woman,Engineering & Development,Mid Level
35-44,Principal Recruiter,115500.0,17325.0,USD,United States,Colorado,Colorado Springs,15.5,15.5,Masters,Woman,HR,Lead/Executive
25-34,Director Marketing Technology,135000.0,15000.0,USD,United States,Minnesota,St Paul,15.5,9.0,College,Man,Management,Lead/Executive
35-44,Securities Attorney,140000.0,8000.0,USD,United States,Ohio,Cincinnati,15.5,9.0,Professional Degree,Woman,Legal Services,Lead/Executive
25-34,Strategic Sourcing Manager,105000.0,12000.0,USD,United States,California,Los Angeles,9.0,3.0,Masters,Woman,Management,Senior
35-44,Library Services Coordinator,60714.0,0.0,CAD,Canada,N/A,Vancouver,9.0,9.0,Masters,Woman,Administrative & Operations,Senior
35-44,Library Services Coordinator,60714.0,0.0,CAD,Canada,N/A,Vancouver,9.0,9.0,Masters,Woman,Administrative & Operations,Senior
25-34,Senior Policy Analyst,65000.0,2143.0,CAD,Canada,N/A,Ottawa,9.0,9.0,College,Woman,Analytics,Senior
25-34,Data Management Team Lead,80000.0,2500.0,USD,United States,Illinois,Chicago,15.5,6.0,College,Woman,Management,Lead/Executive
45-54,Coo,57143.0,0.0,CAD,Canada,N/A,Greater Vancouver,15.5,15.5,College,Woman,Unclassifiable,Lead/Executive
25-34,Administrative Assistant,47000.0,0.0,USD,United States,Massachusetts,Boston,9.0,6.0,College,Woman,Administrative & Operations,Senior
25-34,Projects Coordinator,30714.0,0.0,CAD,Canada,N/A,Brockville,9.0,6.0,College,Woman,Administrative & Operations,Senior
35-44,Qa Analyst,42724.0,0.0,GBP,United Kingdom,N/A,Newcastle Upon Tyne,9.0,6.0,College,Woman,Analytics,Senior
35-44,Development Coordinator,30000.0,0.0,CAD,Canada,N/A,Toronto,15.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
25-34,Qi & Planning Manager,65000.0,0.0,USD,United States,New Jersey,"Newark, Nj",3.0,3.0,Masters,Woman,Management,Mid Level
35-44,Sales Solution Architect,65000.0,6500.0,USD,United States,Pennsylvania,Pittsburgh,15.5,9.0,College,Woman,Marketing & Sales,Lead/Executive
35-44,Staff Assistant,54000.0,0.0,USD,United States,California,Los Angeles,15.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
25-34,Administrative Assistant,50000.0,0.0,USD,United States,Connecticut,Bloomfield,15.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
45-54,Senior Manager Learning & Development,78571.0,0.0,CAD,Canada,N/A,"Edmonton, Alberta",25.5,25.5,College,Woman,Management,Lead/Executive
45-54,Licensed Massage Therapist,50000.0,0.0,USD,United States,New Jersey,Vineland,25.5,6.0,College,Woman,Healthcare,Lead/Executive
25-34,Vice President,125000.0,25000.0,USD,United States,District Of Columbia,Washington,9.0,9.0,College,Man,Management,Senior
35-44,Senior Scientist Ii,136843.0,20000.0,USD,United States,Illinois,Chicago Area,9.0,9.0,PhD,Woman,Scientist,Senior
55-64,Legal Department Manager,85000.0,15000.0,USD,United States,Texas,San Marcos,40.0,35.5,College,Woman,Management,Lead/Executive
45-54,Instructor,46758.0,0.0,USD,United States,New Jersey,Central Nj,15.5,3.0,Masters,Woman,Education & Training,Lead/Executive
35-44,Payroll Administrator,58000.0,1200.0,USD,United States,California,Tustin,15.5,6.0,College,Man,Administrative & Operations,Lead/Executive
35-44,Registrar,59280.0,0.0,USD,United States,Colorado,Arvada,15.5,15.5,Masters,Woman,Administrative & Operations,Lead/Executive
25-34,Director Of Media Strategy/Planning,125000.0,0.0,USD,United States,New York,New York,9.0,9.0,College,Woman,Management,Senior
55-64,Tutoring Coordinator For Literacy,41600.0,150.0,USD,United States,Pennsylvania,Doylestown,25.5,3.0,Masters,Woman,Administrative & Operations,Lead/Executive
35-44,Management And Program Analyst,131000.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",15.5,15.5,College,Woman,Analytics,Lead/Executive
35-44,Regulatory Operations Associate,88250.0,8000.0,USD,United States,Washington,Seattle,9.0,3.0,College,Woman,Administrative & Operations,Senior
35-44,Regulatory Operations Associate,88250.0,8000.0,USD,United States,Washington,Seattle,9.0,3.0,College,Woman,Administrative & Operations,Senior
35-44,Senior Accounting Manager,135000.0,27000.0,USD,United States,North Dakota,Fargo,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Accounting Consultant,122709.0,25000.0,USD,United States,Texas,Large Metro Area,15.5,15.5,College,Woman,Consulting & Strategy,Lead/Executive
45-54,Team Lead,76000.0,1000.0,USD,United States,Minnesota,Minneapolis,25.5,25.5,College,Woman,Management,Lead/Executive
55-64,Compensation,46000.0,0.0,USD,United States,Maryland,Baltimore,15.5,3.0,College,Woman,Unclassifiable,Lead/Executive
25-34,Pediatric Nurse Practitioner,98000.0,4000.0,USD,United States,Virginia,Alexandria,6.0,3.0,Masters,Woman,Healthcare,Senior
35-44,Director Of Administration,93328.0,0.0,USD,United States,Maryland,College Park,15.5,9.0,Masters,Woman,Management,Lead/Executive
35-44,Information Account Consultant,78500.0,3000.0,USD,United States,Illinois,Chicago,15.5,15.5,College,Woman,Consulting & Strategy,Lead/Executive
35-44,Paralegal,62000.0,0.0,USD,United States,Ohio,Avon Lake,25.5,15.5,College,Woman,Legal Services,Lead/Executive
35-44,Director Of Hr & Operations,73000.0,1000.0,USD,United States,Oregon,Beaverton,25.5,9.0,College,Woman,Management,Lead/Executive
35-44,Associate General Counsel,190000.0,40000.0,USD,United States,Washington,Seattle,15.5,9.0,Professional Degree,Woman,Legal Services,Lead/Executive
35-44,Development Officer,95000.0,0.0,USD,United States,Alaska,Anchorage,25.5,15.5,Masters,Woman,Administrative & Operations,Lead/Executive
35-44,Development Officer,95000.0,0.0,USD,United States,Alaska,Anchorage,25.5,15.5,Masters,Woman,Administrative & Operations,Lead/Executive
35-44,Regional Account Sales Coordinator,42857.0,21429.0,CAD,Canada,N/A,Edmonton,15.5,0.5,College,Woman,Administrative & Operations,Lead/Executive
35-44,Regional Account Sales Coordinator,42857.0,21429.0,CAD,Canada,N/A,Edmonton,15.5,0.5,College,Woman,Administrative & Operations,Lead/Executive
35-44,Faculty Manager,71250.0,1500.0,USD,United States,Missouri,Kansas City,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Senior Ecommerce Manager,116000.0,17000.0,USD,United States,New York,New York City,6.0,6.0,College,Woman,Management,Senior
35-44,Assistant Service Manager,85714.0,17857.0,CAD,Canada,N/A,Fort Mcmurray,15.5,15.5,College,Woman,Management,Lead/Executive
35-44,Assistant Service Manager,85714.0,17857.0,CAD,Canada,N/A,Fort Mcmurray,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Program Coordinator Ii,55000.0,0.0,USD,United States,South Carolina,Florence,6.0,3.0,Masters,Woman,Administrative & Operations,Senior
25-34,Translator,66756.0,0.0,GBP,United Kingdom,N/A,Nottingham,9.0,9.0,College,Woman,Unclassifiable,Senior
25-34,Translator,66756.0,0.0,GBP,United Kingdom,N/A,Nottingham,9.0,9.0,College,Woman,Unclassifiable,Senior
25-34,Admission Prospect Data Specialist,36000.0,0.0,USD,United States,Oregon,Portland,6.0,6.0,Masters,Woman,Specialist,Senior
35-44,Data Engineer,57410.0,0.0,GBP,United Kingdom,N/A,Cambridge,9.0,3.0,High School,Man,Engineering & Development,Senior
25-34,Director Of Engineering,145000.0,0.0,USD,United States,Minnesota,Minneapolis,9.0,9.0,College,Woman,Engineering & Development,Senior
35-44,Chief Legal Counsel,76350.0,0.0,USD,United States,Florida,Tallahassee,15.5,15.5,Professional Degree,Man,Management,Lead/Executive
25-34,Interior Designer,56000.0,4000.0,USD,United States,Missouri,Kansas City,9.0,6.0,College,Woman,Engineering & Development,Senior
55-64,Team Capacity Development,55000.0,11000.0,USD,United States,Nebraska,Omaha,25.5,25.5,College,Woman,Unclassifiable,Lead/Executive
35-44,Human Resources Administrator,109691.0,4000.0,USD,United States,Virginia,Fairfax Station,15.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
25-34,Seo Specialist,87500.0,2000.0,USD,United States,Oregon,Portland,6.0,3.0,College,Woman,Specialist,Senior
35-44,Insurance/Hr Coordinator,41641.0,0.0,USD,United States,Oklahoma,Eufaula,25.5,9.0,Masters,Woman,Administrative & Operations,Lead/Executive
25-34,Project Leader,57143.0,1786.0,CAD,Canada,N/A,Alberta,6.0,6.0,Masters,Woman,Management,Senior
25-34,Counselor,47000.0,3000.0,USD,United States,New York,Buffalo,9.0,6.0,Masters,Woman,Legal Services,Senior
55-64,Associate Professor Business Management,175000.0,30000.0,USD,United States,Texas,Fort Worth,35.5,35.5,PhD,Man,Education & Training,Lead/Executive
25-34,Paralegal,140000.0,30000.0,USD,United States,New York,New York,15.5,15.5,College,Man,Legal Services,Lead/Executive
25-34,In-House Counsel,130000.0,25000.0,USD,United States,California,San Francisco,9.0,9.0,Professional Degree,Woman,Legal Services,Senior
25-34,Unemployment Benefits Specialist,41204.0,0.0,USD,United States,Wisconsin,Madison,6.0,0.5,PhD,Woman,Specialist,Senior
35-44,Project Manager,102000.0,0.0,USD,United States,Virginia,Arlington,15.5,6.0,Masters,Woman,Management,Lead/Executive
35-44,Law Librarian,58000.0,0.0,USD,United States,Pennsylvania,Philadelphia,15.5,9.0,Professional Degree,Woman,Library & Information Services,Lead/Executive
25-34,Assistant Professor,62000.0,500.0,USD,United States,Indiana,Anderson,9.0,6.0,PhD,Woman,Education & Training,Senior
25-34,Legislative Assistant,47500.0,2000.0,USD,United States,District Of Columbia,"Washington, Dc",6.0,6.0,College,Woman,Administrative & Operations,Senior
25-34,Associate,200000.0,0.0,USD,United States,California,Palo Alto,6.0,3.0,Professional Degree,Woman,Management,Senior
45-54,Laboratory Technologist,53569.0,0.0,CAD,Canada,N/A,Saskatoon,25.5,25.5,College,Woman,Engineering & Development,Lead/Executive
55-64,It Manager,122000.0,122000.0,USD,United States,Utah,Lindon,35.5,35.5,College,Man,Management,Lead/Executive
45-54,Senior Project Manager,118937.0,5000.0,USD,United States,Texas,Houston,25.5,15.5,Masters,Man,Management,Lead/Executive
35-44,Conference And Events Manager,65000.0,0.0,USD,United States,Florida,Tampa,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Teacher With Tlr,50734.0,0.0,GBP,United Kingdom,N/A,Bristol,9.0,6.0,Masters,Woman,Education & Training,Senior
25-34,Digital Designer,90000.0,0.0,USD,United States,New York,New York,9.0,6.0,College,Woman,Engineering & Development,Senior
25-34,Vice President Analytics,16500.0,15000.0,USD,United States,Arizona,Phoenix,9.0,9.0,College,Woman,Analytics,Senior
35-44,Senior Editor,66786.0,0.0,CAD,Canada,N/A,Toronto,15.5,15.5,College,Woman,Creative & Media,Lead/Executive
35-44,Investment Comm Specialist,64000.0,0.0,USD,United States,North Carolina,Raleigh,15.5,15.5,Masters,Woman,Specialist,Lead/Executive
35-44,Librarian Ii - Adult Services Manager,51000.0,0.0,USD,United States,Texas,Missouri City,15.5,15.5,Professional Degree,Woman,Management,Lead/Executive
55-64,Office Manager,60000.0,2000.0,USD,United States,Idaho,Coeur D'Alene,40.0,35.5,College,Woman,Administrative & Operations,Lead/Executive
25-34,Program Coordinator,50000.0,0.0,USD,United States,Oregon,"Portland, Or",6.0,3.0,Masters,Woman,Administrative & Operations,Senior
35-44,Literacy Teacher,80000.0,2000.0,USD,United States,New York,New York City,15.5,9.0,Masters,Woman,Education & Training,Lead/Executive
45-54,Store Manager,110000.0,5000.0,USD,United States,New Jersey,Fort Lee,25.5,25.5,College,Man,Management,Lead/Executive
25-34,Therapist,72000.0,0.0,USD,United States,Virginia,Richmond,9.0,3.0,Masters,Woman,Healthcare,Senior
35-44,World Language Teacher,69000.0,0.0,USD,United States,Maine,Wells,15.5,15.5,College,Woman,Education & Training,Lead/Executive
25-34,Program Manager,38718.0,0.0,GBP,United Kingdom,N/A,London,3.0,3.0,Masters,Woman,Management,Mid Level
35-44,Manager,130000.0,13000.0,USD,United States,Virginia,Falls Church,15.5,3.0,College,Woman,Management,Lead/Executive
25-34,Contracts Specialist,120000.0,12000.0,USD,United States,Massachusetts,Boston,9.0,6.0,Professional Degree,Woman,Specialist,Senior
45-54,Senior Manager,200500.0,30000.0,USD,United States,Washington,Everett,25.5,25.5,Masters,Woman,Management,Lead/Executive
35-44,Senior Manager Commercial Finance,117490.0,25367.0,GBP,United Kingdom,N/A,London,15.5,15.5,College,Woman,Management,Lead/Executive
55-64,Accounting Specialist Iv,68556.0,0.0,USD,United States,Washington,Aberdeen,25.5,25.5,College,Woman,Accountant & Finance,Lead/Executive
25-34,Administrative Information Management Specialist Supervisor / Atip Coordinator,37143.0,0.0,CAD,Canada,N/A,Edmonton,9.0,3.0,College,Man,Administrative & Operations,Senior
25-34,Program Manager,76000.0,5000.0,USD,United States,California,San Francisco,3.0,3.0,Masters,Woman,Management,Mid Level
25-34,Program Supervisor,65000.0,0.0,USD,United States,New York,New York City,9.0,6.0,Masters,Prefer Not to Answer,Administrative & Operations,Senior
35-44,Staff Software Developer,109286.0,19286.0,CAD,Canada,N/A,Calgary,15.5,15.5,College,Woman,Engineering & Development,Lead/Executive
35-44,Administrator Iv,88000.0,1000.0,USD,United States,Maryland,Baltimore,15.5,0.5,Masters,Woman,Administrative & Operations,Lead/Executive
45-54,Director Of Proposals,122000.0,0.0,USD,United States,Virginia,Falls Church,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Customer Support Engineer,73086.0,17401.0,EUR,Belgium,N/A,Brussels,9.0,9.0,Masters,Woman,Engineering & Development,Senior
55-64,Sr. Development Coordinator,68000.0,36000.0,USD,United States,Illinois,Chicago,35.5,25.5,College,Woman,Administrative & Operations,Lead/Executive
25-34,Senior Scientist,144000.0,15000.0,USD,United States,California,South San Francisco,15.5,6.0,PhD,Woman,Scientist,Lead/Executive
25-34,Senior Scientist,144000.0,15000.0,USD,United States,California,South San Francisco,15.5,6.0,PhD,Woman,Scientist,Lead/Executive
25-34,Communications Coordinator,46000.0,0.0,USD,United States,Maryland,Silver Spring,6.0,3.0,Masters,Woman,Administrative & Operations,Senior
35-44,Assistant Professor,77500.0,0.0,USD,United States,Virginia,Charlottesville,6.0,6.0,PhD,Woman,Education & Training,Senior
25-34,Library Technician I,32000.0,0.0,USD,United States,Texas,Dallas,6.0,3.0,College,Woman,Library & Information Services,Senior
55-64,Senior Consultant,145000.0,0.0,USD,United States,Washington,Seattle,35.5,35.5,College,Woman,Consulting & Strategy,Lead/Executive
35-44,Research Project Manager,56500.0,1500.0,USD,United States,Texas,Galveston,15.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Vice President Of Administration,81000.0,5000.0,USD,United States,Kansas,Olathe,15.5,15.5,Masters,Woman,Administrative & Operations,Lead/Executive
25-34,Office Administrator,41000.0,3000.0,USD,United States,Indiana,Porter County,15.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
18-24,Housing Associate,27500.0,0.0,USD,United States,Washington,Seattle,3.0,3.0,College,Woman,Administrative & Operations,Mid Level
35-44,Director Of Asset Management,130000.0,1000.0,USD,United States,Mississippi,Starkville,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Assistant Controller,80000.0,4000.0,USD,United States,California,Los Angeles,3.0,3.0,College,Woman,Accountant & Finance,Mid Level
25-34,Postdoctoral Associate,55000.0,0.0,USD,United States,New York,Ithaca,6.0,6.0,PhD,Woman,Scientist,Senior
25-34,Senior Program Manager,87250.0,0.0,USD,United States,District Of Columbia,Washington Dc,9.0,9.0,Masters,Woman,Management,Senior
25-34,Content Marketing Manager,100000.0,0.0,USD,United States,New York,New York City,9.0,6.0,College,Woman,Management,Senior
35-44,Archivist,30841.0,0.0,GBP,United Kingdom,N/A,London,15.5,15.5,High School,Man,Administrative & Operations,Lead/Executive
45-54,Technical Editor,82000.0,0.0,USD,United States,Arizona,Sierra Vista,9.0,6.0,Masters,Woman,Creative & Media,Senior
45-54,Technical Editor,82000.0,0.0,USD,United States,Arizona,Sierra Vista,9.0,6.0,Masters,Woman,Creative & Media,Senior
25-34,Controller,110000.0,0.0,USD,United States,Oklahoma,Oklahoma City,9.0,3.0,Masters,Woman,Accountant & Finance,Senior
35-44,Digital Strategist,64575.0,2400.0,USD,United States,California,San Jose,6.0,6.0,College,Woman,Consulting & Strategy,Senior
35-44,Senior Data Scientist,160000.0,0.0,USD,United States,Illinois,Chicago,9.0,9.0,Masters,Woman,Scientist,Senior
45-54,Systems Coordinator,91000.0,0.0,USD,United States,New Jersey,Xxx,25.5,25.5,Masters,Woman,Administrative & Operations,Lead/Executive
25-34,Lawyer,89000.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",6.0,3.0,Professional Degree,Woman,Legal Services,Senior
45-54,Senior Data Analyst,125000.0,30000.0,USD,United States,Washington,Seattle,25.5,15.5,Masters,Woman,Analytics,Lead/Executive
35-44,Director Of Programs,63000.0,0.0,USD,United States,Virginia,Richmond,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Head Of Department,58745.0,0.0,GBP,United Kingdom,N/A,Blackpool,9.0,9.0,Masters,Woman,Management,Senior
18-24,Case Manager,54000.0,0.0,USD,United States,Minnesota,Minneapolis,3.0,3.0,College,Woman,Management,Mid Level
25-34,Business Analyst,50000.0,0.0,CAD,Canada,N/A,Waterloo,3.0,3.0,College,Man,Analytics,Mid Level
45-54,Software Developer Iii,76000.0,0.0,USD,United States,Ohio,Canton,25.5,25.5,College,Woman,Engineering & Development,Lead/Executive
55-64,Law Clerk/Staff Attorney,72000.0,0.0,USD,United States,Illinois,Chicago,35.5,25.5,Professional Degree,Woman,Legal Services,Lead/Executive
